# ra,dec,mag,bv,spectral,hd,hip,dist_pc,name  (dist_pc 0 = unknown)
329.7292,-4.3731,6.22,1.0,K2V,208801,108506,36.01,
335.9758,38.5736,6.22,0.49,F5IV:,212487,110566,52.19,
0.3304,49.9817,6.22,0.97,G7II-III,224870,106,222.22,
2.2175,25.4628,6.23,0.97,K0III,417,716,128.53,
5.6062,13.4825,6.23,1.22,K3III,1796,1772,167.22,
14.5933,-60.6964,6.23,0.1,Am,5771,4563,170.94,
20.1437,-3.2469,6.23,1.02,K1III,8120,6283,162.07,
30.7937,73.8506,6.23,,A5III,12173,9586,111.36,
32.8542,31.5264,6.23,0.11,A1m,13372,10220,147.93,
37.7267,17.7039,6.23,0.9,G5III-IV,15596,11698,96.15,
54.9096,-3.3931,6.23,1.04,G5,22798,17086,102.77,
63.3950,10.2122,6.23,0.05,B8Vn,26676,19720,154.08,
65.8996,42.4281,6.23,0.0,A1pSi,27650,20498,169.49,
66.7529,2.0794,6.23,1.09,K1III,28191,20771,121.07,
74.3217,-1.0672,6.23,0.42,F2,31623,23041,83.96,
81.5100,-5.5183,6.23,-0.06,B9.5Vn,35640,25401,204.5,
85.3346,53.4811,6.23,0.84,K1V,37394,26779,12.24,
91.3917,33.5992,6.23,-0.08,B9pSi,41269,28861,,
97.1167,16.2383,6.23,0.9,G5,45506,30815,64.56,
104.4267,-27.5375,6.23,-0.14,B2.5V,51823,33492,,
104.3233,-35.5075,6.23,0.46,F8IV-V,51825,33451,43.2,
107.5387,-18.6853,6.23,0.4,F0,54958,34617,49.8,
110.5771,-2.9789,6.23,0.68,F5,57708,35737,181.16,
117.3692,-13.3533,6.23,-0.09,B8III,63655,38184,,
118.9200,35.4128,6.23,0.28,A3IVp:,64491,38723,60.42,
121.6146,-9.2450,6.23,-0.07,B9V,67159,39675,243.31,
122.7450,14.6294,6.23,0.02,A1V,67959,40058,178.25,
133.1192,28.2592,6.23,1.62,M3III,75716,43575,,
146.3783,78.1347,6.23,1.35,K2III,83550,47884,310.56,
158.5538,-60.9878,6.23,1.4,K2-3III,91767,51732,254.45,
165.6017,-26.8314,6.23,0.31,F1V,95698,53963,53.08,
181.4863,-35.6939,6.23,-0.08,B8V,105078,59008,223.21,
181.5825,-68.6508,6.23,1.24,G3Ib,105138,59046,,
182.8808,-51.3594,6.23,0.82,G6III+G:,105920,59439,53.39,
184.6317,30.2492,6.23,0.3,A9.5III,107054,60018,55.37,
205.1629,28.0653,6.23,1.28,K3III,119081,66725,117.1,
210.2937,27.3867,6.23,0.17,A7III,122405,68478,104.28,
222.2788,-56.6678,6.23,1.13,K1III,130227,72471,95.69,
235.2429,-47.7356,6.23,1.63,K5-M0III,139599,76809,,
245.6621,-2.0797,6.23,0.07,B9V,147550,80227,124.84,
250.7642,-46.0706,6.23,0.85,F5Iab,150421,81847,,
266.4179,31.5047,6.23,0.0,A0Ib,161695,86925,,
280.4650,-23.8333,6.23,0.23,Am,172546,91689,63.65,
281.2308,54.8967,6.23,0.82,G5III,173920,91985,296.74,
285.5362,-41.9100,6.23,0.0,A0V,176425,93470,108.11,
287.0150,21.6989,6.23,0.4,F3V,178476,93975,43.8,
295.4896,40.2539,6.23,0.18,A6V,186307,96907,83.33,
298.0908,18.6719,6.23,0.01,O7.5Iaf,188001,97796,,
305.0633,39.4033,6.23,0.06,A1V,193702,100268,108.93,
314.0708,56.8875,6.23,-0.18,B2.5IV,199661,103346,243.9,
333.6608,-41.3817,6.23,0.65,G5V,210918,109821,22.13,
338.9704,-57.8836,6.23,0.2,A5V,213884,111548,67.61,
339.5925,-7.8978,6.23,0.78,G0III+F0V,214448,111761,140.85,
355.1692,36.7208,6.23,0.39,F1V,222451,116824,44.19,
3.7338,22.2842,6.24,-0.01,A1pSi,1048,1193,108.93,
19.2650,-66.3981,6.24,0.05,A0V,7916,5992,103.2,
24.4071,-9.4039,6.24,0.53,F7V,10009,7580,38.24,
28.7242,40.7019,6.24,1.25,K2,11613,8922,105.82,
38.4775,-51.0936,6.24,0.52,F6V,16170,11925,53.42,
44.1033,64.3325,6.24,2.03,K3Ib,17958,13700,,
52.3592,46.9378,6.24,0.13,B7V,21455,16252,176.68,
67.5404,-13.5922,6.24,1.0,G5,28625,20997,132.63,
75.5000,1.6089,6.24,-0.04,B8V,32273,23419,,
82.4192,29.1864,6.24,0.45,F6III,35984,25730,88.97,
83.8437,-4.4253,6.24,-0.15,B2.5V,37016,26234,,
90.7296,32.6358,6.24,0.42,F4V,40832,28644,49.95,
94.6688,9.0472,6.24,0.87,K0,43821,29982,106.16,
95.9417,-15.0717,6.24,1.53,K2,44891,30420,,
96.3671,14.7219,6.24,2.34,C5II,44984,30564,,
99.4788,73.6956,6.24,0.38,F2,45947,31703,35.56,
98.1954,-11.1664,6.24,1.11,G9.5III:Ba3,46407,31205,121.21,
103.3437,10.9964,6.24,0.97,K0III,50371,33082,127.71,
109.5171,30.9558,6.24,-0.03,A0Vn,56386,35345,187.62,
111.2113,-19.0122,6.24,0.29,A2Ib,58439,35975,,
112.7129,-5.2264,6.24,1.18,K0,59669,36526,,
115.1971,13.7708,6.24,,K0,61630,37404,,
128.1396,53.1147,6.24,1.01,K0IV,71952,41894,60.06,
128.3408,36.4364,6.24,0.36,F5Vb vw,72291,41975,37.31,
128.3767,-46.9711,6.24,1.56,K3III,72900,41986,,
142.4579,-23.3453,6.24,1.57,K0,82180,46569,,
143.3338,-7.1900,6.24,1.17,K0,82674,46893,129.03,
145.4104,25.9128,6.24,1.25,gK2,83821,47550,165.84,
147.6254,4.3436,6.24,0.48,F7Vn,85217,48273,45.91,
148.6321,-22.4883,6.24,0.04,A2,85905,48584,140.25,
152.0662,31.6042,6.24,0.45,F4V,87822,49658,63.29,
152.4854,-12.0958,6.24,0.18,A5m,88182,49802,79.55,
160.6304,-13.9750,6.24,1.54,K2,92770,52391,226.24,
172.9483,-20.7767,6.24,0.54,F7IV,100219,56245,39.53,
186.6008,71.9297,6.24,1.06,gG8,108399,60699,119.33,
188.4475,33.3847,6.24,1.05,K0III,109345,61320,114.81,
192.5817,-48.4597,6.24,0.05,A0V,111519,62655,175.13,
193.1025,-53.8294,6.24,1.13,G8Ib-II,111790,62821,,
210.9825,4.9008,6.24,0.39,F4V,122797,68707,62.85,
213.3050,-26.6122,6.24,1.08,K0III,124281,69458,,
213.5979,41.5189,6.24,1.04,gK3,124755,69569,44.64,
234.0475,-33.0928,6.24,,B8V,138923,76395,112.49,
236.6892,-6.1203,6.24,1.17,K0,140986,77287,,
250.2979,-1.0006,6.24,0.3,A7III,150451,81687,47.13,
262.0321,-63.0364,6.24,-0.09,B7-8V,157524,85480,239.81,
265.5163,-50.5106,6.24,1.76,M3+II-III,160342,86628,,
265.8417,14.2950,6.24,0.42,F5II,161149,86732,113.9,
267.5437,78.3067,6.24,1.44,K5,164428,87293,273.22,
285.4075,-22.6956,6.24,1.66,K5,176537,93423,,
298.6683,-61.1708,6.24,0.16,A4V,187653,97971,93.28,
313.6458,-50.7278,6.24,-0.12,B5IV,198766,103206,,
353.4279,45.0581,6.24,0.98,G8II,221661,116292,168.07,
355.4771,57.2600,6.24,,G8III,222618,116912,271.74,
357.3817,-15.8611,6.24,1.22,K2IIIbFe-0.5,223428,117494,130.21,
358.3367,-24.2292,6.24,0.19,A3Shell,223884,117797,91.91,
0.8571,63.6419,6.24,0.33,B3Ia,225094,274,,
3.5096,33.2061,6.25,-0.01,A1V,952,1123,89.85,
19.0562,87.1453,6.25,1.12,gK2,6319,5928,99.9,
17.0054,32.0122,6.25,0.4,F5IV,6680,5319,41.89,
19.5425,47.4197,6.25,1.35,K0,7758,6087,,
26.1921,57.0892,6.25,0.04,A2V,10587,8148,171.82,
36.3167,56.6100,6.25,0.31,B2Ia,14818,11279,,
37.5692,33.8339,6.25,1.07,K1III,15464,11651,113.77,
39.2767,32.8919,6.25,0.48,F8V,16220,12200,55.22,
40.0654,6.1119,6.25,0.4,F3V:,16647,12447,39.62,
41.7429,35.9836,6.25,0.93,G8III,17228,12982,126.1,
42.3783,57.0842,6.25,0.89,A5Ia,17378,13178,,
45.4679,5.3361,6.25,1.05,K0,18832,14104,151.06,
49.0079,34.6886,6.25,0.28,A1m,20210,15204,66.84,
48.7508,-26.1003,6.25,0.04,A5V,20293,15125,168.07,
53.6558,-9.8686,6.25,0.02,A2V,22243,16677,158.98,
56.9537,32.1950,6.25,0.47,G0,23626,17732,55.8,
58.0179,31.1683,6.25,0.2,A5V,24167,18094,126.1,
63.4579,12.7533,6.25,1.16,K0,26703,19736,110.01,
68.3871,18.0167,6.25,0.07,B9IVn,28867,21251,129.7,
70.9342,-41.0647,6.25,1.46,K3-4III,30202,21998,200.0,
77.7417,-2.2539,6.25,0.98,K1-IVa,33555,24130,48.4,
81.5238,16.7003,6.25,-0.08,B2Vn,35532,25410,,
85.8758,-39.4069,6.25,0.37,F3V,38385,26981,53.39,
87.8571,32.1250,6.25,1.75,M3III,39045,27661,177.94,
89.3958,66.0961,6.25,1.36,K0,39429,28205,130.89,
94.2446,23.7408,6.25,0.45,B3Ib,43384,29840,,
96.3746,-35.0639,6.25,1.36,K3III,45383,30566,155.28,
118.6221,47.3861,6.25,1.15,gK2,64106,38623,188.68,
120.2000,19.8161,6.25,1.11,K1III,65735,39180,105.82,
119.2113,-59.1264,6.25,2.08,M0III,65750,38834,296.74,
131.5288,-11.0064,6.25,1.61,K5III,74860,43035,,
132.6342,33.2853,6.25,0.49,F7Vn,75332,43410,28.69,
133.2746,59.0561,6.25,,F5IV-V,75487,43624,61.77,
134.8154,-28.8061,6.25,1.0,G8III,77087,44130,144.72,
138.8108,-45.5556,6.25,-0.08,B8V,79900,45413,,
143.4963,23.4539,6.25,1.46,gK7,82670,46938,156.01,
152.8242,-7.3167,6.25,0.01,A2Vn,88372,49900,148.37,
153.7821,59.9856,6.25,1.6,M0III,88651,50222,,
153.3308,-27.0289,6.25,0.31,A9mA8-F3,88699,50066,125.31,
161.5700,-60.6033,6.25,0.04,A0IV,93502,52679,111.98,
171.9737,-1.7000,6.25,1.04,gK2,99651,55941,160.0,
186.1863,-41.3842,6.25,1.18,K2-3III,107998,60549,,
189.7187,-67.1931,6.25,0.06,B1Ia,109867,61703,,
193.4571,12.4186,6.25,0.27,A7III,112097,62933,60.98,
198.1058,80.4714,6.25,0.94,K0Ib,115337,64437,210.53,
214.1367,20.1214,6.25,0.49,F8V,125040,69751,32.27,
220.5133,61.2619,6.25,0.41,F2V,129798,71876,42.61,
233.0183,-38.6231,6.25,0.2,A7V,138204,76063,53.65,
235.0433,12.0531,6.25,0.94,G7.5IIIaFe-0.5,139862,76733,,
240.7183,-62.5417,6.25,-0.04,B9.5V,143238,78603,103.95,
242.0204,17.0544,6.25,1.14,K1III,145000,79045,,
243.2354,-4.2208,6.25,0.13,A1V,145788,79463,170.94,
247.7617,35.2250,6.25,1.64,K5,149084,80888,,
253.5442,-1.6122,6.25,0.28,F0V,152569,82693,72.99,
259.1483,-74.5331,6.25,-0.01,A0V,154972,84510,99.4,
275.3808,-24.9150,6.25,1.84,M5III,168574,89980,,
279.8879,40.9350,6.25,-0.06,B9V,172671,91491,247.52,
282.4046,0.8358,6.25,0.04,A1V,174240,92386,176.37,
287.4408,65.9786,6.25,0.0,A0V,179933,94140,98.52,
288.8883,-24.1792,6.25,0.54,F9V,179949,94645,27.05,
289.1367,-33.5217,6.25,0.02,G0Ipe(C1 0),180093,94730,,
291.0921,16.9378,6.25,0.08,A2III-IV,182490,95398,108.93,
292.3250,0.2461,6.25,1.32,K2,183387,95812,184.84,
292.6954,36.2286,6.25,-0.04,B9.5III,183986,95953,232.56,
294.9250,-45.2781,6.25,0.28,F2IV,185139,96721,99.5,
297.2296,-52.8881,6.25,1.13,K1III,186756,97491,240.96,
297.8238,9.6303,6.25,0.1,A1m,187753,97697,116.55,
306.7208,-37.4031,6.25,0.97,K2IV-V,194433,100852,39.67,
307.0312,8.4375,6.25,1.08,G9III,194937,100953,100.1,
309.4775,18.2692,6.25,1.48,M6III,196610,101810,109.17,
314.9004,-19.0353,6.25,-0.13,B9pSi,199728,103616,131.93,
315.7925,-27.7319,6.25,0.95,K0III,200245,103902,,
315.7625,1.5319,6.25,0.48,F5V,200375,103892,65.92,
317.3875,-20.5564,6.25,0.38,F1IV,201352,104452,53.85,
323.3246,45.8542,6.25,1.81,K1Ib,205349,106420,,
324.3908,-0.3903,6.25,0.06,A2V,205765,106758,122.25,
341.3675,19.3667,6.25,1.05,gG6,215510,112358,107.64,
351.8117,1.1225,6.25,1.02,G7III,220858,115768,124.84,
352.3838,-4.5328,6.25,1.09,K3III,221148,115953,48.92,
0.4325,42.3672,6.25,-0.03,B9IIIpHg:Mn:,224906,137,,
0.7400,-20.0461,6.25,0.53,F6V,225045,238,61.88,
1.2333,26.6489,6.25,1.4,K4IIIb,225276,399,187.27,
7.2358,36.9000,6.26,0.92,G5III,2507,2270,142.25,
7.1796,-50.5328,6.26,1.09,K0III,2529,2256,116.55,
19.1279,79.9100,6.26,0.42,F5V s,7238,5947,72.25,
21.1746,-44.5283,6.26,1.14,K1II,8681,6595,187.97,
28.2117,51.4747,6.26,,A3V,11335,8771,151.75,
28.7396,37.1283,6.26,1.17,K0,11624,8930,161.03,
40.8608,-66.7144,6.26,0.53,F5V,17326,12717,54.47,
43.3383,48.5694,6.26,1.18,G5I,17818,13462,,
47.8200,-16.0253,6.26,1.2,K0,19887,14814,165.29,
61.4854,-8.8561,6.26,0.06,A3V,25910,19121,81.57,
67.8500,40.0103,6.26,0.04,B8V,28503,21108,,
72.0292,55.6025,6.26,,F0,30144,22300,51.02,
72.4258,-13.7697,6.26,0.44,F5V,30743,22439,35.36,
84.3175,66.6961,6.26,,A8Vn,36496,26410,79.37,
84.0429,-28.7078,6.26,0.13,A2/3III/V:,37286,26309,56.56,
96.0096,8.8847,6.26,-0.08,B8Vn,44783,30448,,
103.2817,44.8394,6.26,0.21,A8Vn,49949,33056,110.13,
103.5096,-50.6117,6.26,0.99,K0-1III,51266,33139,53.68,
104.9138,-21.6033,6.26,-0.15,B2-3IV-V:,52273,33666,,
113.3063,-40.0589,6.26,-0.12,B8IVpSi,60559,36728,206.19,
121.7913,43.2603,6.26,-0.02,A1V,66824,39722,144.93,
122.4487,-42.6406,6.26,-0.04,B7V,68242,39974,,
133.8304,-45.0417,6.26,-0.16,B3IV,76566,43807,286.53,
142.3850,-4.2472,6.26,0.84,G6IV,82074,46543,54.38,
146.7779,-65.0725,6.26,0.08,B7III,85124,,,
160.3508,-1.7417,6.26,0.88,K1IV,92588,52316,34.39,
161.0808,-70.8600,6.26,0.2,A5IV-V,93344,52520,106.04,
176.3025,-49.0697,6.26,1.17,K1III,102150,57322,159.74,
177.0979,-10.3133,6.26,0.58,F7V,102574,57587,42.57,
179.1829,-47.0725,6.26,0.4,F5V,103746,58242,54.0,
183.8771,-41.9131,6.26,1.01,K0III,106572,59785,106.5,
186.7008,-48.9133,6.26,0.68,G3-5V,108309,60729,26.67,
188.2621,10.2956,6.26,0.95,G8III,109217,61246,144.51,
188.3433,-19.7919,6.26,0.29,F2V,109238,61270,132.63,
189.9817,-66.5117,6.26,-0.05,B8V,110020,61796,108.34,
191.8892,-6.3019,6.26,0.55,F7V,111199,62421,66.27,
193.5546,33.5344,6.26,0.2,A7IV,112171,62972,74.46,
196.2004,-41.1967,6.26,1.68,M3-4III,113523,63820,,
200.1733,2.9417,6.26,0.1,A3V,115995,65119,125.47,
210.9033,7.5464,6.26,0.94,G9III,122744,68687,132.63,
218.4096,79.6603,6.26,1.3,K3III,129245,71196,141.44,
238.9158,18.6206,6.26,-0.11,B8III,142763,77995,,
250.1437,-20.4086,6.26,1.08,gG9,150259,81632,130.04,
255.4633,-18.8856,6.26,1.38,K0III,153727,83331,138.12,
264.3617,-38.0656,6.26,1.25,G2Ib,159633,86246,,
264.7854,2.0281,6.26,1.03,K0III+F4IV,160315,86391,118.76,
270.2383,15.0933,6.26,0.69,G5IV,164507,88217,45.05,
290.4046,-19.2342,6.26,-0.1,B5V,181558,95159,208.33,
289.9021,54.3761,6.26,0.03,A1V,181960,94974,137.93,
295.0763,-54.4175,6.26,1.0,K0III,185075,96781,113.38,
296.1421,13.3028,6.26,-0.03,B9III-IV,186547,97139,248.14,
301.8963,-55.0164,6.26,0.53,F8V,190422,99137,23.21,
301.1858,63.8906,6.26,0.1,A2II-III,191174,98872,78.49,
302.8379,21.8756,6.26,-0.02,B1Ibe,191877,99479,,
336.4196,18.4444,6.26,1.22,K0,212670,110696,174.22,
346.9488,63.6333,6.26,-0.02,B3V,218537,114212,,
354.4158,16.8256,6.26,0.0,A1V,222098,116592,111.48,
355.3621,49.5122,6.26,0.19,A4V,222570,116876,238.66,
359.2846,-26.6236,6.26,1.45,K3III,224350,118076,,
359.5883,-15.8475,6.26,1.08,K0II-III,224481,118178,149.03,
12.2363,-46.6978,6.27,0.9,G8III,4737,3807,119.05,
13.4483,52.6892,6.27,0.19,A5m,5128,4212,85.32,
13.7717,48.6786,6.27,1.68,M2.5IIIa,5273,4298,246.31,
21.7758,34.3775,6.27,0.46,F7IVb vs,8774,6776,42.64,
26.2325,20.0831,6.27,0.75,G3Va,10697,8159,32.56,
47.0883,18.7950,6.27,1.58,M0III,19460,14586,174.83,
48.2563,-35.9439,6.27,-0.08,B8V,20144,14972,147.06,
54.8533,75.7397,6.27,0.97,G9III-IV,21970,17056,131.58,
65.1612,-6.2456,6.27,0.91,G8IV:,27536,20263,63.17,
76.2525,-54.4075,6.27,1.54,M2III,33116,23653,214.59,
76.5387,-73.0378,6.27,-0.01,A1V,33875,23737,129.87,
78.8654,22.2847,6.27,0.08,A2V,34053,24512,201.61,
81.1925,-52.3164,6.27,0.07,A0V,35860,25303,163.67,
83.4083,34.7258,6.27,0.15,A3IV,36499,26071,125.16,
83.9813,27.6622,6.27,1.54,K0,36859,26291,,
92.1442,-44.3561,6.27,-0.15,B8II,42448,29129,230.41,
92.4467,-26.7008,6.27,1.01,G8-K0III,42486,29233,133.51,
96.6871,-7.5114,6.27,-0.04,A0Vn,45380,30675,125.47,
95.7554,-63.6831,6.27,1.6,M1III,45461,30352,327.87,
96.2317,-63.8278,6.27,-0.13,B6V,45796,30524,217.86,
101.0483,53.2964,6.27,1.08,K0,47979,32261,75.36,
104.3571,11.9075,6.27,0.34,F2Ib-II,51330,33465,,
104.6625,7.6219,6.27,0.11,A3V,51693,33584,73.05,
104.6650,-55.7294,6.27,1.16,K2III,52603,33588,85.91,
105.1775,-28.4894,6.27,0.45,F5V,52619,33760,68.17,
114.0692,-8.3114,6.27,1.54,K2,60853,37000,190.11,
114.5604,24.3603,6.27,,F0,61035,37165,47.01,
122.3462,42.4306,6.27,1.27,gK3,67370,39938,187.97,
122.1767,13.6408,6.27,0.43,F3V,67483,39874,85.32,
124.5658,54.1436,6.27,1.54,K5,69149,40677,,
135.5267,-39.4025,6.27,1.0,K1III-IV,77580,44367,109.53,
142.2592,-1.2569,6.27,0.27,F0Vn,81980,46504,91.24,
142.8871,-66.7194,6.27,1.35,K1III,82858,46737,215.52,
148.7642,61.1161,6.27,1.05,K0,85583,48638,119.19,
151.3133,-36.3839,6.27,1.11,K1III,87606,49418,129.37,
152.1479,-15.6117,6.27,-0.01,A0V,88025,49689,177.3,
155.8046,-30.1622,6.27,0.31,F0III,90071,50868,53.68,
155.9183,-41.9533,6.27,0.88,G8IV,90170,50903,71.17,
161.0604,19.7586,6.27,0.17,A5V,92941,52513,65.06,
161.1104,-72.4439,6.27,0.49,F6V,93372,52535,31.96,
169.2992,-38.0144,6.27,0.1,A3Vn,98161,55130,71.63,
169.9013,-75.1425,6.27,-0.03,B9.5-A0V,98672,55308,163.13,
174.6342,33.6256,6.27,1.32,K2III,101151,56784,194.55,
175.4317,55.1725,6.27,1.49,K5,101604,57045,,
177.7892,33.3750,6.27,0.32,Am,102942,57805,63.01,
181.1171,85.5872,6.27,0.59,F6V,104904,58874,76.28,
184.8296,23.0347,6.27,0.17,A5III vs,107168,60087,87.49,
192.1742,48.4669,6.27,0.18,A6m,111421,62516,142.05,
204.9200,-39.7481,6.27,1.66,M4III,118781,66645,,
210.5508,45.7536,6.27,1.32,K2III,122675,68567,166.94,
215.8137,1.2417,6.27,0.63,G1V,126053,70319,17.6,
216.3717,38.3931,6.27,1.23,gK2,126597,70517,191.57,
217.9283,60.2256,6.27,0.24,F0III,127929,71040,127.71,
226.5579,-36.2642,6.27,1.65,K5III,133550,73901,,
231.4721,19.4808,6.27,0.6,G0IV-V,137510,75535,41.75,
254.2667,-19.5400,6.27,0.07,B6V+B7V,152909,82951,,
259.8762,-50.0633,6.27,0.41,F8III+B9V,156331,84759,55.71,
276.2437,27.3953,6.27,0.05,A0V+A4V,169718,90256,118.91,
280.5587,-81.8078,6.27,-0.13,B8V,169904,91723,169.78,
277.0258,-26.7572,6.27,0.16,A3/4V,169938,90510,82.64,
289.1187,-69.1906,6.27,0.17,A6IV-V,179009,94724,189.75,
288.8304,50.0708,6.27,,G8III,180756,94623,105.04,
293.8900,-12.2528,6.27,1.09,K0,184574,96365,106.27,
295.9150,57.0425,6.27,0.88,K2III,186815,97070,77.64,
303.1467,0.8675,6.27,0.02,B9pCrEu:Sr:,191984,99585,,
304.7625,-63.2311,6.27,1.04,K0III,192531,100165,136.61,
304.0142,38.8978,6.27,0.01,A1V,192934,99893,125.63,
305.1346,-55.0508,6.27,1.59,M0-1III,193002,100300,,
305.4208,-49.9994,6.27,0.55,G0V,193307,100412,32.43,
307.5029,72.5317,6.27,1.35,gK4,196142,101134,209.21,
311.7650,-2.4867,6.27,1.55,K2,197954,102561,,
311.9700,52.4072,6.27,0.89,G7IV,198387,102642,41.88,
317.6954,-9.3539,6.27,1.16,K0III,201567,104557,106.27,
318.3700,15.9825,6.27,0.24,A7Vn,202128,104771,89.53,
331.4633,48.2317,6.27,-0.06,B2V,209961,109082,,
332.5879,-3.8942,6.27,-0.01,A1Vnn,210419,109442,111.11,
12.3892,-23.3617,6.28,0.13,A3V,4772,3858,,
23.1512,-49.7278,6.28,0.46,F4V,9544,7189,80.58,
31.6221,0.0350,6.28,0.9,K0,12923,9827,167.22,
35.9658,55.3644,6.28,0.86,F7Ib,14662,11174,,
47.1612,8.4708,6.28,1.06,G9III,19525,14607,143.47,
51.8279,12.7350,6.28,-0.02,A0V s,21379,16095,104.38,
62.3650,59.9081,6.28,1.14,G8IIa,25877,19412,,
73.2729,-72.4075,6.28,0.52,F6V,31975,22717,32.53,
81.1596,31.2239,6.28,1.24,K1III,35238,25290,228.31,
88.8975,-4.7883,6.28,0.06,A2III,39927,28019,98.33,
100.3408,16.3975,6.28,-0.01,A1V,47863,32020,240.96,
102.0512,55.7044,6.28,0.47,dF5,48766,32609,47.04,
107.0554,33.8322,6.28,1.34,K1,53899,34428,,
113.5212,10.5683,6.28,-0.01,A1V,60275,36796,128.87,
113.6646,-51.4747,6.28,0.08,A1III-IV,61031,36856,408.16,
120.3812,-55.4550,6.28,-0.15,B4V,66607,39238,204.92,
122.1021,-63.8011,6.28,-0.06,B6Ve,68423,39843,239.81,
128.4379,13.2572,6.28,1.17,K0III,72505,42010,93.72,
139.8858,-55.1867,6.28,-0.1,B5V,80781,45742,,
141.4342,63.9408,6.28,1.46,K2III,80953,46247,248.14,
149.1938,-26.5503,6.28,0.22,A4V,86266,48763,69.49,
153.0121,-28.6064,6.28,0.01,A1V,88522,49967,156.25,
159.0892,36.3269,6.28,0.39,F3V,91752,51914,46.3,
161.2892,2.4881,6.28,1.21,K4III,93102,52584,,
172.4312,56.7375,6.28,0.15,A4m,99859,56083,67.89,
180.1771,-21.8372,6.28,1.22,K0IV,104307,58574,163.13,
183.8346,87.7000,6.28,0.35,F2V,107192,59767,46.55,
197.4250,38.5339,6.28,-0.12,B7III,114376,64217,,
198.3617,-18.8267,6.28,0.09,B9III,114846,64520,,
201.8367,-49.3808,6.28,-0.12,B3IV,116862,65630,,
211.1125,-14.9717,6.28,1.08,G6III,122837,68763,144.93,
211.1562,2.2975,6.28,1.02,K0,122910,68776,122.1,
221.3071,32.7883,6.28,1.58,M1IIIb,130084,72124,,
227.3563,-63.6428,6.28,0.06,A0pSrCrEu,133792,74181,170.36,
228.7113,-5.5028,6.28,1.47,K2,135367,74623,,
229.5392,-41.0608,6.28,0.18,Am,135730,74875,80.32,
230.1696,-67.4814,6.28,-0.09,B3V,135737,75091,,
230.5967,12.5675,6.28,-0.02,A0V,136831,75230,136.43,
254.3792,25.3528,6.28,0.9,gG5,153287,82987,170.36,
256.2721,-45.5017,6.28,0.07,A2V,154025,83594,97.85,
261.1129,36.9519,6.28,0.88,G5III+F0V,157910,85181,209.64,
263.8954,-59.8461,6.28,-0.08,B5II-III,158895,86088,,
265.1717,31.2875,6.28,1.05,K0III,160822,86506,123.61,
270.3462,-17.1569,6.28,1.8,K3III,164358,88258,,
271.7975,-21.4439,6.28,0.12,B0.5Ib,165516,88760,,
277.5596,-5.7242,6.28,0.95,G8II-III,170547,90692,177.62,
279.9650,7.3583,6.28,0.96,G8III,172424,91523,149.7,
283.0296,41.3833,6.28,-0.09,B9IIIpSi,175132,92599,374.53,
295.9829,27.1356,6.28,1.1,B7V+G1:III,186518,97091,,
299.7350,-30.5381,6.28,1.05,K1III,188981,98351,65.7,
301.2221,68.0272,6.28,1.65,M3IIIa,191372,98890,342.47,
310.3504,-26.0000,6.28,1.22,K2III,196947,102094,197.63,
312.9096,-62.4292,6.28,0.15,A2-3IV-V,198160,102962,73.15,
324.7754,-33.6792,6.28,0.92,G8IV,205872,106907,45.13,
326.6000,25.5633,6.28,1.21,K3III:,207134,107502,114.68,
330.5496,-17.9036,6.28,1.01,gG7,209240,108784,84.82,
339.1221,-40.5828,6.28,0.12,A3Vn,214085,111594,69.4,
341.8296,-34.1611,6.28,1.16,K1III,215669,112501,98.23,
344.3867,3.8103,6.28,1.12,K1III,217019,113360,141.24,
345.3458,-22.7908,6.28,0.13,A5V,217498,113673,100.3,
358.2700,2.0906,6.28,-0.01,A1V,223855,117774,141.64,
1.2658,-0.5031,6.29,1.1,gG9,6,417,143.88,
15.8233,-29.5258,6.29,0.93,G5IV,6269,4932,111.98,
17.3012,80.0117,6.29,,sgG6,6473,5412,143.47,
20.9062,34.2458,6.29,0.83,G8IV,8375,6512,58.89,
33.3383,74.0278,6.29,0.91,G8III,13222,10350,134.41,
44.3046,-29.8553,6.29,0.47,A2-3V:+G:,18466,13768,144.51,
52.8725,49.2097,6.29,0.09,A0Vn,21620,16424,143.47,
54.1250,-78.3231,6.29,1.15,K2III,23474,16827,243.9,
66.0508,-57.0714,6.29,0.66,G4V,28255,20552,27.09,
75.0550,-78.3003,6.29,1.51,K5-M0III,33519,23251,328.95,
82.6808,22.4625,6.29,1.18,K0,36160,25806,121.07,
86.8112,42.5267,6.29,1.35,K0,38358,27319,220.75,
87.7350,51.5147,6.29,1.05,K1III,38765,27625,86.06,
97.5125,-65.5683,6.29,0.33,F0III,46730,30973,97.37,
100.5683,-38.3986,6.29,0.34,A3V+F/G,48543,32091,91.32,
102.6762,-8.0411,6.29,0.0,A2pSrCrEu,49976,32838,101.11,
103.8942,8.3247,6.29,0.04,A0V,50931,33297,102.67,
104.1904,-35.3417,6.29,1.29,K2III,51682,33394,197.63,
109.3821,-6.6800,6.29,1.62,K2,56614,35301,,
120.8729,-42.9486,6.29,1.01,G8II,66812,39420,239.23,
124.3821,8.8661,6.29,0.98,G8III,69478,40617,,
130.5871,-55.7742,6.29,1.18,K2III,74622,42717,101.42,
134.4946,30.2336,6.29,0.43,F6V,76572,44031,50.2,
138.3275,-42.2736,6.29,1.25,K2III,79524,45242,143.88,
