# ra,dec,mag,bv,spectral,hd,hip,dist_pc,name  (dist_pc 0 = unknown)
141.9650,75.0983,6.29,0.07,A5V s,80930,46410,145.35,
141.3854,16.5856,6.29,0.97,gG9,81361,46232,83.4,
159.0192,-26.6750,6.29,0.48,F5V,91881,51885,44.01,
174.2550,-32.9881,6.29,0.46,F6III-IV,100953,56657,71.74,
183.9225,72.5508,6.29,1.14,K0IIIe+K0IIIe,106677,59796,138.12,
188.3925,24.2831,6.29,0.11,A4Vm,109307,61295,106.27,
205.0887,57.2075,6.29,0.1,A2VpSrCrEu,119213,66700,88.34,
223.1379,-30.5769,6.29,0.6,G1V,131117,72772,40.02,
224.3067,-29.1578,6.29,-0.04,B9V,131919,73171,170.94,
238.6679,8.5803,6.29,0.18,A7Vn,142500,77910,73.86,
239.0579,-31.7858,6.29,0.43,F6V,142542,78058,50.48,
241.4075,8.0961,6.29,0.08,A3m,144426,78840,123.46,
242.9154,33.3425,6.29,1.2,K2III,145802,79350,157.98,
244.7821,-20.2178,6.29,1.08,K5III,146834,79945,150.38,
247.1808,51.4078,6.29,1.05,G9III,148880,80710,120.05,
252.6504,41.8967,6.29,1.08,gK3,152262,82419,124.22,
256.7217,-26.5131,6.29,-0.04,A0III,154481,83740,,
257.6275,52.4089,6.29,0.0,B9V,155711,84021,130.04,
260.7138,-2.3883,6.29,0.68,G5IV,157347,85042,19.46,
269.4908,-39.1369,6.29,0.01,A0IV-V,163433,87948,157.48,
269.2333,6.4878,6.29,0.0,B9III,163641,87866,208.77,
271.7229,50.8228,6.29,1.04,K0III,166207,88732,118.34,
273.8858,45.2094,6.29,0.62,G2V,168009,89474,22.69,
279.2875,16.1983,6.29,0.9,G8IV,171994,91279,89.77,
283.1187,-26.6503,6.29,0.94,G8/K0III,174630,92635,118.48,
284.9921,22.8147,6.29,1.75,M3.5IIIab,176541,93270,232.02,
286.7854,-18.7378,6.29,-0.04,B8III,177863,93887,,
293.2921,60.1586,6.29,1.57,K4III,184936,96164,369.0,
298.2550,47.8075,6.29,-0.11,B0.5IIIn,188439,97845,,
300.3600,-40.8142,6.29,0.11,A2-3V,189388,98579,85.84,
304.3712,42.7219,6.29,1.64,K4II:,193217,100016,,
310.7208,-39.5586,6.29,1.08,K1III,197093,102230,,
312.1779,51.9106,6.29,-0.07,B8Vnp,198513,102712,242.72,
320.0583,22.0264,6.29,-0.08,B6IV,203206,105344,165.29,
327.3621,20.4625,6.29,-0.1,B2V,207563,107734,,
326.7542,70.1508,6.29,,A0V,207636,107555,151.06,
336.5446,-23.6825,6.29,-0.03,A0V,212643,110746,151.75,
337.0821,64.0856,6.29,1.08,K0,213242,110919,115.61,
338.9725,50.0711,6.29,-0.05,B3V,214240,111550,,
344.7929,52.6544,6.29,1.42,K2,217314,113501,206.19,
345.1025,-25.6267,6.29,1.13,K1III,217358,113593,131.41,
350.6687,20.8286,6.29,-0.04,B9.5V,220318,115407,149.48,
352.9254,-21.3694,6.29,0.33,A9III,221357,116118,80.06,
0.0800,-44.2906,6.29,0.76,G3IV,224750,25,72.78,
0.9662,66.7122,6.29,1.67,M4III,225136,302,302.11,
3.3500,26.9872,6.30,0.65,G0III,895,1076,123.76,
8.2046,28.2803,6.30,1.0,K0III,2942,2583,143.88,
18.4388,7.5783,6.30,0.49,F7V,7345,5743,,
38.0617,-36.4275,6.30,1.02,G8III,15889,11802,129.03,
39.6158,38.0894,6.30,-0.03,B9.5V,16350,12305,225.23,
40.6204,10.7417,6.30,0.06,A2V,16861,12647,130.55,
41.7646,35.5550,6.30,,A9V,17240,12990,47.08,
54.5821,56.9328,6.30,-0.13,B9p,22316,16974,170.94,
56.1408,-54.2739,6.30,1.04,K1III,23697,17464,78.06,
57.8158,13.0458,6.30,-0.07,B9pSi,24155,18033,135.87,
59.6213,38.8403,6.30,1.08,gK1,24843,18565,127.71,
69.2121,-30.7167,6.30,-0.1,B9IV-V,29435,21486,120.77,
92.9417,52.6472,6.30,0.14,A5IIIm,42083,29404,100.3,
100.8471,-39.1933,6.30,0.26,A8:mDel Del,48797,32208,168.35,
103.3058,38.4381,6.30,0.49,dF5,50037,33064,65.75,
103.0954,-5.3161,6.30,0.99,K0,50282,32990,146.2,
105.0750,-5.3669,6.30,0.57,G0III-IV,52265,33719,28.07,
109.8071,-33.7272,6.30,1.31,K2-3III,57299,35463,225.23,
113.0929,-35.9614,6.30,-0.1,B9V,60312,36657,226.76,
113.9833,43.0311,6.30,,F0,60335,36965,120.63,
121.1787,-62.8361,6.30,-0.1,B2.5Vn,67536,39530,383.14,
126.6958,26.9353,6.30,0.18,A3V,71151,,,
127.6633,-44.7372,6.30,-0.02,B4IV,72350,41737,,
128.6221,-37.6114,6.30,1.56,K5III,72993,42070,,
130.1125,19.5450,6.30,0.17,A8Vn,73731,42556,168.07,Meleph
132.0008,-52.8506,6.30,-0.1,B8V,75466,43195,142.45,
140.8642,-60.3025,6.30,1.48,K1-2II-III,81502,46049,,
148.2417,-27.3322,6.30,0.62,G1V,85725,48468,57.11,
149.4871,45.4144,6.30,1.11,K0III,86166,48861,128.21,
149.6088,27.7589,6.30,,F3V,86358,48895,66.76,
154.1675,-51.2050,6.30,1.54,M4-5III,89273,50332,214.59,
154.6575,-36.8047,6.30,1.28,K2-3III,89442,50492,186.57,
158.8533,-76.3092,6.30,1.2,K2III,92209,51835,158.48,
163.9054,24.7489,6.30,,A2Vn,94602,,,
166.5242,-51.2125,6.30,0.95,G8III,96407,54264,126.26,
167.9321,14.4003,6.30,0.21,A5V,97244,54688,60.86,
178.4596,0.5519,6.30,0.2,F0V,103313,58002,131.93,
186.3221,-65.7706,6.30,0.96,G8-K0IV,108054,60601,47.92,
193.1150,16.1225,6.30,0.16,A7V,111893,62825,111.73,
205.6200,41.6742,6.30,0.86,G6III,119445,66892,,
210.9712,-22.4217,6.30,0.45,F5III,122703,68705,77.34,
210.8846,10.7867,6.30,0.74,G8V,122742,68682,16.6,
220.1367,-56.4408,6.30,1.18,K0-1II,128713,71746,,
221.8837,-43.5575,6.30,1.08,G8III,130073,72338,186.92,
227.6858,-61.4225,6.30,0.63,G2V,134060,74273,24.15,
228.3829,22.9833,6.30,0.06,A2V,135263,74505,86.36,
230.2558,-15.5483,6.30,0.41,F0III,136407,75118,54.61,
242.9942,-19.4497,6.30,0.13,B8V+B9VpSi,145501,,,
249.1792,15.4981,6.30,-0.11,B9pSiCrSr:,149822,81337,133.87,
247.8671,72.6119,6.30,1.32,K2III,150010,80920,134.23,
254.0700,73.1278,6.30,0.24,F0V,154099,82880,97.37,
256.1887,-20.4947,6.30,-0.02,B6IV,154204,83567,121.8,
256.5492,-21.5647,6.30,0.13,A3m,154418,83684,98.33,
258.0687,-38.8222,6.30,1.05,K1IIICNII,155276,84151,113.38,
265.9458,-7.0794,6.30,0.38,B1.5V,161056,86768,,
269.3096,23.9958,6.30,0.63,G2V,163840,87895,28.56,
270.4513,-36.3778,6.30,-0.03,B7IV,164245,88294,221.24,
274.6667,-42.2883,6.30,-0.11,B0.5Ia,167756,89726,,
274.5121,13.7769,6.30,-0.03,B5V,168199,89677,,
274.9837,51.3478,6.30,1.1,gK1,169028,89835,125.79,
276.4775,-33.9453,6.30,-0.08,B5IV,169398,90336,,
284.7483,50.8094,6.30,0.98,G8III,176707,93197,132.63,
285.5900,8.3742,6.30,1.67,K2III,176981,93488,260.42,
287.0608,-24.6569,6.30,0.04,B9III,178075,93993,206.19,
287.8288,-29.5022,6.30,-0.04,B9,178840,94272,153.85,
292.6437,-55.1100,6.30,0.45,F5V,183028,95932,36.7,
303.9608,-30.0053,6.30,1.51,K4III,192433,99878,,
305.1171,-29.1972,6.30,0.17,A4/7V,193281,100288,,
305.7533,-9.6547,6.30,0.91,G5IIIa,193896,100524,133.51,
311.6604,46.5317,6.30,0.03,A3V,198151,102530,126.74,
326.1229,-38.5525,6.30,1.12,G5III,206642,107344,239.81,
332.9871,59.0847,6.30,1.13,K0III,210905,109585,105.93,
339.2696,12.5772,6.30,,K5,214298,111649,256.41,
339.2029,35.6525,6.30,1.37,K5,214313,111627,214.59,
341.0688,-60.4994,6.30,0.56,F3V,215121,112259,135.5,
341.9842,-25.9119,6.30,0.91,G5III,215782,112567,158.48,
346.6329,19.9108,6.30,0.49,F7V,218261,114096,28.31,
3.4342,-26.2847,6.31,1.48,K5III,943,1099,236.41,
20.0812,77.5706,6.31,0.92,G5III,7732,6261,116.28,
21.5363,34.5797,6.31,0.47,F7V,8673,6702,38.26,
22.3767,-46.7564,6.31,1.66,M2III,9184,6952,,
31.5513,8.2475,6.31,1.65,M2III:,12872,9809,,
32.5325,53.8431,6.31,0.95,G8III,13137,10115,180.83,
35.5492,-43.2000,6.31,1.0,K0III,14832,11043,135.32,
43.2987,16.4833,6.31,,F5III,17918,13448,107.87,
44.9096,-32.5072,6.31,0.0,A0V,18735,13947,126.58,
47.0162,52.2133,6.31,-0.01,B5V,19268,14566,212.77,
48.9458,32.8564,6.31,0.37,F4V vw,20193,15191,62.0,
61.6525,54.0086,6.31,0.99,K0III-IV,25602,19172,97.94,
63.8717,6.1867,6.31,0.59,G0IV,26923,19859,21.19,
64.9062,10.1214,6.31,1.43,K0,27386,20188,178.89,
75.9750,-41.7450,6.31,0.53,F8V,32820,23555,31.32,
84.2279,-66.5603,6.31,-0.07,B9.5V,37935,26368,262.47,
85.7887,-1.6131,6.31,1.47,K4III,38099,26953,208.33,
88.5654,3.2253,6.31,1.29,K0,39685,27902,169.2,
92.6663,-45.2819,6.31,-0.03,A0V,42834,29304,203.25,
95.3575,2.2686,6.31,0.24,A4.5V,44333,30217,102.46,
96.1854,-40.2842,6.31,-0.05,B9V,45306,30505,160.26,
101.0525,36.1097,6.31,0.06,A2V,48272,32268,,
105.0337,-20.1589,6.31,-0.15,B4III,52348,33703,,
111.3413,81.2575,6.31,-0.04,A0III,55075,36019,255.1,
110.9929,-35.8378,6.31,-0.15,B7III,58420,35893,213.68,
111.4292,-31.7386,6.31,-0.17,B2V,58766,36045,303.03,
116.7742,-39.3314,6.31,-0.17,B8III,63401,37982,210.08,
118.0300,3.2772,6.31,1.59,M4III,64052,38406,128.7,
120.4325,25.0897,6.31,0.01,A1V,65856,39263,183.49,
128.2225,69.3200,6.31,1.35,K0,71553,41927,189.75,
129.2029,74.7236,6.31,,A2m,71973,42249,83.89,
127.8525,-39.0642,6.31,-0.15,B4V,72436,41806,,
138.3579,-38.6164,6.31,0.0,A0V,79523,45259,219.3,
141.2321,51.5739,6.31,0.75,G2III,81025,46168,132.45,
143.8904,-19.5836,6.31,0.06,A2V,83104,47070,86.96,
144.9475,-10.5703,6.31,-0.03,A0Vn,83650,47427,,
147.5987,65.5933,6.31,0.28,A9Vn,84812,48266,93.9,
163.1504,-0.2014,6.31,1.5,K5III,94237,53167,,
169.1154,-45.8800,6.31,0.4,F3V,98096,55068,55.4,
174.1700,-37.2378,6.31,0.06,A1V,100911,56632,132.63,
180.2575,-1.7681,6.31,1.21,gG8,104356,58603,188.32,
192.1958,24.8403,6.31,0.7,G7V,111395,62523,17.17,
194.3883,-22.7539,6.31,1.07,G5,112519,63243,124.84,
196.2071,73.0253,6.31,,F0V,113889,63822,121.51,
201.7762,-49.1439,6.31,,A0III-IV,116836,65606,,
213.9117,-45.0008,6.31,0.6,F9V,124580,69671,21.05,
235.8538,-15.0433,6.31,1.16,K0IV,140301,77007,125.94,
239.2658,-48.1622,6.31,0.38,F1IV,142529,78117,49.46,
239.6279,-37.5031,6.31,1.01,K0III,142889,78236,187.62,
238.9571,58.9117,6.31,-0.02,A0V,143187,78017,142.65,
239.3746,39.6953,6.31,1.07,K0,143209,78153,121.51,
243.5563,5.9019,6.31,1.15,K2III,146084,79581,102.56,
249.4500,13.6869,6.31,0.41,F5IV,150012,81425,69.49,
255.3875,14.9494,6.31,0.04,B9pCrEu,153882,83308,168.92,
274.3508,-9.7586,6.31,0.38,A8V,167833,89623,131.93,
276.1754,-7.0753,6.31,1.16,K0,169370,90238,86.06,
276.9325,-26.6347,6.31,0.26,A8V+F2V,169851,90478,77.22,
280.9642,-6.8186,6.31,0.48,F7V,173093,91880,69.64,
281.1675,23.5897,6.31,0.4,F6V,173494,91958,44.4,
283.3004,-51.9311,6.31,-0.09,B4III,174430,92687,,
284.3946,-39.8233,6.31,0.2,A3,175529,93074,61.69,
285.5292,52.2611,6.31,1.0,G8III,177483,93466,196.85,
286.4463,29.9217,6.31,1.65,M0III,178003,93770,,
289.6571,49.5697,6.31,1.12,K1III,181597,94890,126.74,
289.9121,37.3306,6.31,0.68,G8V,181655,94981,25.23,
290.1379,35.1861,6.31,-0.12,B9V,181828,95067,222.72,
290.5863,-8.2011,6.31,-0.1,B3IVp,181858,95219,,
291.3433,20.2714,6.31,-0.02,A0V,182761,95487,122.55,
302.1596,10.7258,6.31,-0.12,B3V,191263,99234,,
304.7333,-47.7108,6.31,1.67,M1III,192827,100151,207.04,
303.9308,50.2328,6.31,,A2Vn,192983,99870,108.81,
315.7575,14.7300,6.31,1.67,M1III,200430,103891,194.17,
319.5013,-64.6817,6.31,-0.07,B8V,202299,105148,169.2,
321.0867,-46.6150,6.31,0.2,A7mSr:,203548,105685,96.25,
323.8292,28.1972,6.31,0.35,F0IV,205539,106595,71.94,
327.4212,-12.7231,6.31,0.22,A3m,207503,107750,155.28,
339.9333,-28.3253,6.31,1.01,K0IV,214599,111879,142.86,
340.2000,-3.5542,6.31,0.52,F6V,214810,111965,33.49,
344.3217,-4.8100,6.31,0.94,G9III,216953,113345,126.58,
348.5596,50.6178,6.31,,A0V,219290,114714,125.94,
350.8829,0.2914,6.31,1.61,K2,220406,115476,,
356.5050,-40.1825,6.31,0.2,A7III-IV,223011,117219,65.27,
359.1246,-24.7372,6.31,0.92,G5,224283,118029,154.08,
14.4771,13.6958,6.32,0.89,G8III,5612,4520,160.26,
26.9500,46.2297,6.32,0.43,F6V,10874,8370,58.31,
26.9492,-37.1597,6.32,1.02,K0III,11050,8369,170.94,
32.5204,-43.8156,6.32,0.9,G8III,13423,10111,120.19,
43.2104,-9.4411,6.32,0.19,A7IV,17943,13421,100.6,
52.5812,71.8639,6.32,1.8,M2III,21179,16319,262.47,
51.5488,-41.6369,6.32,0.06,A0V,21473,16015,135.32,
57.9242,68.5075,6.32,-0.08,B9IVp,23662,18067,251.89,
60.1538,17.2967,6.32,0.06,A0V,25175,18717,,
63.2150,68.5017,6.32,1.18,K0,26101,19673,118.62,
63.9429,15.4006,6.32,0.4,F5V,26911,19877,44.42,
66.7538,57.5853,6.32,0.04,A0III,27855,20772,231.48,
75.1658,-2.0656,6.32,0.28,A8IV,32115,23296,49.58,
78.4467,0.5603,6.32,1.46,M0V,33946,24377,,
81.1508,2.3528,6.32,-0.15,B4IVn,35407,25288,,
83.7400,-61.1758,6.32,0.85,G5IV,37501,26190,106.72,
86.8275,-35.6747,6.32,1.18,K1III,38885,27325,156.74,
89.1408,28.9422,6.32,0.3,A2II,39866,28117,,
94.7575,17.3250,6.32,-0.07,B9IIIpSiCr:,43819,30019,,
97.1763,-41.0744,6.32,0.4,F2-3V,45983,30849,80.84,
103.6113,-42.3656,6.32,2.24,C3II,51208,33189,,
108.9479,-23.7406,6.32,,A0,56341,35132,279.33,
109.2383,-30.8967,6.32,0.2,A9II,56731,35241,147.49,
117.3675,-44.7519,6.32,0.96,K0III,63948,38183,101.01,
117.8354,-43.0956,6.32,-0.17,B2IV-V,64287,38355,,
119.8012,-49.9767,6.32,,B2IV-V,66005,39035,,
122.2371,-11.3397,6.32,0.01,A0Vn,67725,39898,223.71,
126.1371,82.4308,6.32,0.01,A2Vn,67934,41208,208.33,
124.8129,-10.1658,6.32,0.33,F3IIIpDel Del,69997,40766,108.23,
125.8217,-38.2858,6.32,1.63,M1III,70946,41107,,
126.9033,45.6531,6.32,0.62,G5V,71148,41484,21.79,
126.6950,26.9344,6.32,0.18,A6V,71150,41404,84.89,
129.0321,15.3136,6.32,,F0IV,72943,42187,81.77,
130.9762,-68.2117,6.32,1.5,K3III:,75116,42850,322.58,
138.8958,-57.5781,6.32,1.04,G8II,80126,45437,336.7,
149.2250,-27.4750,6.32,0.17,A4V,86301,48776,154.08,
152.7454,40.6614,6.32,1.25,gK3,88161,49870,182.82,
154.9975,-9.0589,6.32,0.33,F1IV,89565,50584,53.28,
156.0546,2.3681,6.32,1.0,G9V,90125,50939,100.5,
157.4762,65.6261,6.32,1.14,gK2,90633,51401,96.06,
166.6142,-50.9567,6.32,1.16,K2III,96484,54291,112.49,
171.6063,33.4506,6.32,0.43,F7V,99373,55821,57.6,
186.2767,63.8028,6.32,0.91,G8III,108150,60589,158.23,
193.0513,17.0739,6.32,1.59,M0III,111862,62807,,
197.3100,-9.5383,6.32,1.02,K0,114203,64181,123.76,
205.0967,50.5194,6.32,0.54,F7-9V,119124,66704,25.23,
209.0437,32.0325,6.32,0.37,F4IV-V,121682,68065,72.41,
214.4550,48.0017,6.32,0.44,F5,125406,69862,70.92,
216.5558,-42.3192,6.32,1.19,K2III,126386,70580,96.34,
228.2542,-61.7439,6.32,1.9,K4Ib,134468,74470,,
229.8758,32.5153,6.32,0.24,A2m,136403,75000,85.32,
234.5654,-28.2067,6.32,1.17,K1III,139290,76567,172.41,
241.7642,-14.0708,6.32,0.66,G4IV-V,144585,78955,28.9,
243.6629,-18.5353,6.32,1.09,K2III,145997,79605,86.51,
253.0725,-67.6819,6.32,1.28,K2III,151404,82539,115.74,
249.4704,78.9183,6.32,1.14,G9III,151623,81428,127.06,
252.5929,-2.6539,6.32,0.42,F1III-IV,151900,82405,59.84,
253.4950,-41.9947,6.32,0.5,B1Ia,152235,82669,,
254.4262,24.3814,6.32,1.1,K0III,153312,83007,148.81,
259.9979,-5.9172,6.32,0.85,G9V,156826,84801,53.36,
259.1225,60.6706,6.32,1.09,K1.5IIIb,156947,84496,147.93,
271.7763,49.7106,6.32,,A2V,166228,88754,221.24,
275.9492,53.3008,6.32,0.16,A3m,169885,90146,104.28,
278.3471,-38.7203,6.32,,A0III,170868,90968,,
281.0321,-36.7186,6.32,0.98,K0III,172875,91901,109.65,
285.3896,-15.2825,6.32,1.0,gG6,176593,93418,171.53,
289.7196,9.6181,6.32,1.05,G9III,181122,94916,158.48,
290.7692,-7.4003,6.32,1.45,K0,182038,95281,151.29,
291.8913,14.2825,6.32,-0.06,B4III,183144,95664,,
294.0346,22.5858,6.32,-0.07,B9pSi:Cr:,184961,96417,175.13,
299.6433,38.1056,6.32,-0.09,B5IV,189432,98320,,
304.0950,-12.3369,6.32,0.01,B9pHg,192666,99918,161.55,
309.3825,31.5725,6.32,-0.09,B8IIIn,196606,101765,240.38,
310.8062,57.1142,6.32,0.33,B2III,197770,102258,,
315.9304,46.8619,6.32,0.25,F0IVn,200753,103949,80.65,
321.0962,24.5289,6.32,1.04,K0III,203886,105689,155.76,
323.5708,-42.9250,6.32,1.09,K1IIICNII,205096,106500,99.01,
331.7900,58.8408,6.32,0.88,G6III,210220,109190,171.82,
332.7150,30.5531,6.32,0.18,A8IV,210594,109493,128.21,
338.1954,15.8633,6.32,1.19,K0,213644,111296,214.13,
349.8642,34.7933,6.32,-0.08,B8III,219927,115148,213.68,
349.9233,48.3808,6.32,1.12,K1III,219962,115171,145.77,
352.0029,-35.5444,6.32,1.2,K2III,220929,115833,197.63,
0.6008,8.9569,6.32,0.18,A6V,224995,186,132.45,
2.2600,-54.0019,6.33,0.74,G4IV,469,730,142.86,
4.6775,-43.2353,6.33,1.21,K2III,1483,1502,116.82,
4.9233,40.7297,6.33,1.18,K1III,1527,1575,165.84,
11.6625,69.3250,6.33,,F3V,4295,3641,40.57,
25.3387,-79.1483,6.33,0.94,G6-8III,10859,7879,121.07,
33.9913,47.8114,6.33,,G9III-IV,13818,10562,141.84,
36.2433,-2.7800,6.33,0.0,A0III,15004,11261,,
48.1100,47.7258,6.33,1.43,K5III,19735,14914,153.85,
55.0475,-15.2267,6.33,0.88,G5,22905,17136,197.63,
69.0067,-3.6119,6.33,-0.1,B7III,29227,21428,,
71.6004,-2.9544,6.33,0.04,A2V,30321,22189,85.03,
80.2471,27.9572,6.33,0.04,B9IV,34762,24984,213.22,
82.5862,-7.4347,6.33,-0.19,B2IV-V,36285,25786,,
84.4404,33.5592,6.33,1.31,K0,37138,26463,152.91,
92.7575,18.1294,6.33,1.35,K1II,42351,29326,,
96.2204,16.0569,6.33,1.08,G9III,44867,30517,118.06,
102.0537,55.7044,6.33,,dF6,48767,,,
102.4333,-24.0758,6.33,0.04,A1,49891,32744,179.21,
102.6538,-25.7781,6.33,-0.18,B2V,50093,32827,,
108.4883,-30.3400,6.33,-0.2,B2IV-V,55985,34954,,
116.2887,20.3164,6.33,0.0,A1V,62510,37811,141.24,
117.0800,-56.4711,6.33,1.01,K0III+A1V,63926,38087,,
119.0950,-30.2853,6.33,1.66,M6III,65183,38792,,
120.6083,-6.3372,6.33,0.62,G0III,66242,39326,108.93,
119.9175,-60.2075,6.33,-0.06,B5III,66341,39073,,
126.8183,-31.6731,6.33,0.9,G8III,71622,41449,210.08,
128.8538,2.7436,6.33,1.02,G9III,72908,42142,168.92,
129.6679,-19.7369,6.33,1.59,K5III,73603,42394,,
131.0421,36.9181,6.33,,F7V,74243,42871,65.32,
133.1008,5.3400,6.33,0.12,A5V,75811,43570,,
138.8383,84.1811,6.33,0.3,F2III,76990,45421,90.09,
139.4262,-54.4953,6.33,1.41,K3III,80435,45603,248.76,
140.2313,-15.6178,6.33,0.46,dF6,80719,45854,48.33,
163.1146,-79.5594,6.33,1.46,K2II-III,94717,53151,,
168.4175,41.0886,6.33,1.15,K2III,97501,54842,101.73,
175.2550,-83.1000,6.33,1.08,K0III,101782,56996,105.6,
181.4717,-65.5472,6.33,0.22,B6Iab-Ib,105071,59003,,
183.4029,-33.7928,6.33,0.08,A0V,106257,59622,124.53,
184.2142,86.4361,6.33,0.43,F4V,107113,59879,39.62,
184.8733,28.1569,6.33,0.5,F8V s,107213,60098,49.7,
186.4062,-86.1506,6.33,1.08,K0III,107739,60638,234.74,
189.5183,3.2825,6.33,0.01,A1V,109860,61637,199.2,
190.5213,-69.4075,6.33,0.78,F7Ib-G2,110311,61981,,
191.1129,44.1031,6.33,0.43,F6IV,110834,62172,91.41,
193.0221,-48.0942,6.33,0.03,A0IV,111775,62799,146.84,
197.9712,-63.3028,6.33,0.44,A8II-III,114461,64395,,
198.0350,24.2581,6.33,0.98,K1III,114724,64417,157.48,
203.6204,-48.2722,6.33,-0.05,B8III,117919,66236,,
206.7379,6.3506,6.33,0.63,G0-1IV-V,120066,67246,30.62,
214.9487,38.7939,6.33,0.05,A2V,125642,70029,136.99,
218.5487,32.5344,6.33,0.4,F5V,128093,71243,42.16,
221.4908,-15.4597,6.33,1.19,K1III,129978,72194,,
228.1304,-48.2186,6.33,1.12,K2III,134597,74418,144.51,
236.4154,0.8914,6.33,1.19,K0III,140815,77186,189.75,
240.3312,-31.8894,6.33,1.45,K4III,143404,78486,168.63,
241.9663,-24.4619,6.33,-0.06,B7IIIp:,144661,79031,117.65,
242.2621,57.9378,6.33,,A1V,145674,79125,123.0,
244.3371,-53.0867,6.33,0.27,A8IV,146145,79812,77.46,
246.2258,-45.3492,6.33,0.19,A2-3V,147614,80421,91.58,
254.0371,-50.6750,6.33,-0.02,B3Vnep,152478,82868,230.41,
255.4963,8.4506,6.33,0.09,A4V,153914,83342,116.28,
257.9383,7.8947,6.33,1.04,K0III,155500,84113,123.3,
274.5038,-68.2292,6.33,-0.04,B9V,166841,89674,213.68,
275.7592,-10.2186,6.33,0.14,B9.5V,169009,90083,105.15,
292.3371,20.2797,6.33,-0.1,B5Vn,183537,95818,233.1,
299.6746,70.3669,6.33,0.88,G8III,190252,98333,129.2,
306.4333,10.0564,6.33,1.56,K5III,194526,100762,,
311.5883,52.9953,6.33,1.12,K0,198181,102499,132.98,
312.4513,7.8642,6.33,0.02,A1V s,198391,102819,158.73,
312.4779,46.6611,6.33,-0.07,B4Ve,198625,102827,281.69,
313.2550,-23.7831,6.33,0.88,K0III,198732,103071,75.02,
316.1892,2.2697,6.33,0.97,G5,200663,104048,118.91,
315.9671,41.6281,6.33,0.38,F3IV,200723,103963,101.32,
325.1400,-55.7375,6.33,1.06,K0II-III,205935,107030,212.77,
329.5554,-5.4247,6.33,0.37,F5IV,208703,108453,55.62,
332.5925,14.6300,6.33,1.08,K0III,210461,109445,130.04,
342.4963,-32.8053,6.33,0.31,F0V+F3V,216042,112746,69.98,
344.6775,7.3397,6.33,0.06,A1V,217186,113465,96.06,
346.7896,-49.6067,6.33,1.45,K4III,218255,114159,,
349.7837,-79.4728,6.33,0.91,K0III,219572,115129,150.15,
357.3000,58.9631,6.33,0.4,F2IV,223421,117472,76.63,
19.2712,44.9019,6.34,,K5,7647,5993,180.83,
20.2717,64.6583,6.34,0.09,A2Vnn,8003,6312,73.15,
25.7433,61.4217,6.34,0.01,B7II,10362,8020,,
25.8188,45.3222,6.34,1.01,K2IV,10486,8044,55.43,
25.9583,32.1917,6.34,,G8III-IV,10588,8086,141.24,
27.3313,-31.0728,6.34,1.22,K2-3III,11183,8480,136.05,
34.7437,-25.9456,6.34,0.73,G5V,14412,10798,12.68,
59.1258,71.8217,6.34,0.3,A5m,24164,18438,60.1,
61.4446,-20.5122,6.34,0.92,G5,25944,19111,95.51,
76.1088,-35.7053,6.34,0.3,F1III,32846,23596,102.35,
79.8967,-1.4122,6.34,-0.11,B1.5Vn,34748,24847,,
80.0858,-34.6989,6.34,0.33,F2IV-V,35046,24909,214.13,
84.8625,21.7628,6.34,0.06,A1Vn,37439,26616,202.43,
85.3625,-33.4006,6.34,-0.04,A0V,38056,26796,132.45,
86.1183,-20.1264,6.34,0.58,G0,38382,27075,25.54,
86.5117,-4.2683,6.34,1.05,K1III+G0IV,38495,27212,113.9,
91.2846,59.3931,6.34,1.1,K1III-IV,40827,28829,144.51,
91.2608,37.9642,6.34,,K0III+A2,41162,28820,,
95.8100,-31.7900,6.34,0.89,G8III,44956,30376,101.94,
97.8958,-36.9400,6.34,1.63,M1III,46431,31099,285.71,
99.2137,-41.5569,6.34,1.15,K0II,47475,31603,,
103.8133,45.8264,6.34,0.94,K0III-IV,50384,33271,117.37,
104.2504,-8.1789,6.34,0.64,K0II-III+A2V,51424,33420,,
106.5025,-30.6556,6.34,-0.16,B3V,54031,34248,254.45,
114.0325,-22.1606,6.34,0.99,G5,60951,36986,211.86,
116.9104,-15.9908,6.34,1.78,K1Ia-Iab,63302,38031,,
119.5692,43.9775,6.34,1.06,K0,64958,38959,158.73,
120.2529,23.5831,6.34,,K1III-IV,65757,39194,84.53,
120.4796,35.4131,6.34,1.56,K0,65801,39279,201.61,
119.8058,-49.9736,6.34,,B2IV-V,66006,39038,,
120.5258,-37.0506,6.34,1.62,M1III,66435,39299,252.53,
119.8171,-73.2447,6.34,0.14,A3III,66920,39041,125.47,
127.8733,-54.3942,6.34,1.31,K3III,72650,41813,150.6,
130.1817,-57.5453,6.34,0.2,A3V,74341,42579,69.54,
146.4808,63.6533,6.34,0.31,F2V,84179,47911,77.28,
161.5938,57.3658,6.34,1.56,M1III,93132,52685,232.02,
165.2383,-15.7928,6.34,1.18,K0,95441,53849,175.44,
165.9021,-13.4344,6.34,0.88,G5,95870,54048,168.35,
184.4346,15.1442,6.34,1.37,K4III,106926,59941,163.13,
191.7596,5.9508,6.34,-0.05,A0pSrEuCr,111133,62376,160.51,
201.9979,52.7458,6.34,0.23,F0,117242,65678,99.7,
204.7996,-75.6839,6.34,0.01,B8IV,118285,66607,284.9,
210.4608,68.6786,6.34,1.4,K5,122909,68537,181.49,
212.2346,-59.2767,6.34,0.05,B5IV,123335,69122,,
